address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,name_tk,sector
"101 East Kennedy Boulevard,Suite 2500,Tampa, FL 33602,United States","12,600",1961,Mr. James C. O'Rourke P.Eng.,2.56M,"CEO, Pres & Director",1968,Mr. Clint C. Freeland,963.84k,Sr. VP & CFO,1957,Mr. Richard N. McLellan,3.66M,Sr. VP of Commercial,The pillar scores are Audit: 3; Board: 1; Shareholder Rights: 5; Compensation: 7.,Agricultural Inputs,The Mosaic Company (MOS),Basic Materials
"500 West Monroe Street,Suite 4400,Chicago, IL 60661,United States",,1960,Mr. Gregory Q. Brown,12.47M,Chairman & CEO,1972,Mr. Mark S. Hacker,2.73M,"Exec. VP, Gen. Counsel & Chief Admin. Officer",1972,Mr. John P. Molloy,3.16M,Exec. VP of Products & Sales,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 2; Compensation: 4.,Communication Equipment,"Motorola Solutions, Inc. (MSI)",Technology
"151 West 42nd Street,New York, NY 10036,United States",,1970,Ms. Adena T. Friedman,4.49M,"Pres, CEO & Director",1968,Mr. Michael Steven Ptasznik,1.97M,Exec. VP of Corp. Strategy & CFO,1960,Mr. Bradley J. Peterson,1.85M,"Exec. VP, Chief Information Officer & CTO",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 2; Compensation: 3.,Financial Data & Stock Exchanges,"Nasdaq, Inc. (NDAQ)",Financial Services
"7 World Trade Center,49th Floor 250 Greenwich Street,New York, NY 10007,United States","3,633",1958,Mr. Henry A. Fernandez,2.76M,Chairman & CEO,1965,Mr. C. D. Baer Pettit,2.37M,Pres & COO,1980,Mr. Andrew C. Wiechmann,1.1M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 7; Compensation: 3.,Financial Data & Stock Exchanges,MSCI Inc. (MSCI),Financial Services
"1395 Crossman Avenue,Sunnyvale, CA 94089,United States","10,800",1967,Mr. George  Kurian,960k,"CEO, Pres & Director",1963,Mr. Michael J. Berry,144.92k,"Exec. VP, CFO & Principal Accounting Officer",1968,Mr. Matthew K. Fawcett,556.88k,"Sr. VP, Chief Compliance Officer, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 5; Compensation: 4.,Computer Hardware,"NetApp, Inc. (NTAP)",Technology
"100 Winchester Circle,Los Gatos, CA 95032,United States","9,400",1960,Mr. Wilmot Reed Hastings Jr.,1.17M,"Co-Founder, Chairman, Pres & Co-CEO",1965,Mr. Theodore A. Sarandos,18.1M,"Co-CEO, Chief Content Officer & Director",1970,Mr. Spencer Adam Neumann,6.71M,Chief Financial Officer,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 10.,Entertainment,"Netflix, Inc. (NFLX)",Communication Services
"6655 Peachtree Dunwoody Road,Atlanta, GA 30328,United States","30,000",1957,Mr. Ravichandra K. Saligram,2.33M,"Pres, CEO & Director",1966,Mr. Christopher H. Peterson,2.9M,CFO & Pres of Bus. Operations,1973,Mr. Bradford R. Turner,2.19M,Chief Legal & Admin. Officer and Corp. Sec.,The pillar scores are Audit: 10; Board: 1; Shareholder Rights: 1; Compensation: 7.,Household & Personal Products,Newell Brands Inc. (NWL),Consumer Defensive
"6900 E Layton Avenue,Suite 700,Denver, CO 80237,United States","16,600",1968,Mr. Thomas Ronald Palmer,2.35M,"Pres, CEO & Director",1970,Ms. Nancy K. Buese CPA,1.67M,Exec. VP & CFO,1969,Mr. Robert D. Atkinson,1.58M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 4; Compensation: 4.,Gold,Newmont Corporation (NEM),Basic Materials
"1211 Avenue of the Americas,New York, NY 10036,United States","23,500",1931,Mr. Keith Rupert Murdoch AC,1M,Exec. Chairman,1961,Mr. Robert J. Thomson,4.67M,CEO & Director,1972,"Ms. Susan Lee Panuccio BBUS (Dist), B.Bus (Hons), ICCA",2.8M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 10; Compensation: 5.,Broadcasting,News Corporation (NWSA),Communication Services
"1211 Avenue of the Americas,New York, NY 10036,United States","23,500",1931,Mr. Keith Rupert Murdoch AC,1M,Exec. Chairman,1961,Mr. Robert J. Thomson,4.67M,CEO & Director,1972,"Ms. Susan Lee Panuccio BBUS (Dist), B.Bus (Hons), ICCA",2.8M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 10; Compensation: 5.,Broadcasting,News Corporation (NWS),Communication Services
"700 Universe Boulevard,Juno Beach, FL 33408,United States",,1963,Mr. James L. Robo,6.4M,"Chairman, Pres & CEO",1976,Ms. Rebecca J. Kujawa,1.43M,Exec. VP of Fin. & CFO,1973,Mr. Charles E. Sieving,2.31M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 2; Compensation: 5.,Utilities—Regulated Electric,"NextEra Energy, Inc. (NEE)",Utilities
"85 Broad Street,New York, NY 10004,United States","46,000",1962,Mr. David W. Kenny,5.94M,"CEO, Chief Diversity Officer & Exec. Director",,Mr. Christopher  Taft,510.37k,"Sr. VP, Controller & Chief Accounting Officer",1964,Mr. George D. Callard,1.51M,Chief Legal & Corp. Affairs Officer,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 5; Compensation: 10.,Consulting Services,Nielsen Holdings plc (NLSN),Industrials
"One Bowerman Drive,Beaverton, OR 97005,United States","75,400",1956,Mr. Mark G. Parker,8.66M,Exec. Chairman,1961,Mr. John J. Donahoe II,9.86M,"Pres, CEO & Director",1978,Mr. Matthew  Friend,2.25M,Exec. VP & CFO,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 9; Compensation: 3.,Footwear & Accessories,"NIKE, Inc. (NKE)",Consumer Cyclical
"801 East 86th Avenue,Merrillville, IN 46410,United States","8,363",1964,Mr. Joseph J. Hamrock,1.8M,"Pres, CEO & Director",1972,Mr. Donald Eugene Brown,922.52k,"Exec. VP, CFO & Pres of NiSource Corp. Services",1973,Mr. Pablo A. Vegas,884.72k,"Exec. VP, COO & Pres of NiSource Utilities",The pillar scores are Audit: 5; Board: 1; Shareholder Rights: 3; Compensation: 1.,Utilities—Regulated Gas,NiSource Inc. (NI),Utilities
"Three Commercial Place,Norfolk, VA 23510-2191,United States","19,100",1961,Mr. James A. Squires,2.6M,"Chairman, Pres & CEO",1968,Mr. Mark R. George,573.7k,Exec. VP of Fin. & CFO,1968,Mr. Alan H. Shaw,1.01M,Exec. VP & Chief Marketing Officer,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 4; Compensation: 4.,Railroads,Norfolk Southern Corporation (NSC),Industrials
"50 South La Salle Street,Chicago, IL 60603,United States","20,900",1966,Mr. Michael G. O'Grady,3.05M,"Chairman, Pres & CEO",1965,"Mr. Robert Patrick Browne C.F.A., CFA",1.5M,Exec. VP & Chief Investment Officer,1962,Mr. Steven L. Fradkin,1.76M,Exec. VP & Pres of Wealth Management,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 2; Compensation: 6.,Asset Management,Northern Trust Corporation (NTRS),Financial Services
"2980 Fairview Park Drive,Falls Church, VA 22042,United States","97,000",1972,Ms. Kathy J. Warden,,"Chairman, CEO & Pres",1961,Mr. Janis G. Pamiljans,2.63M,Corp. VP & Pres of Aeronautics Systems Sector,1965,Mr. Mark A. Caylor,2.41M,Corp. VP & Pres of Mission Systems Sector,The pillar scores are Audit: 5; Board: 2; Shareholder Rights: 1; Compensation: 5.,Aerospace & Defense,Northrop Grumman Corporation (NOC),Industrials
"60 East Rio Salado Parkway,Suite 1000,Tempe, AZ 85281,United States","3,600",1972,Mr. Vincent  Pilette,1.15M,CEO & Director,1971,Mr. Bryan Seuk Ko,1.21M,"Chief Legal Officer, Corp. Sec. & Head of Corp. Affairs",1978,Ms. Natalie Marie Derse,,CFO & Principal Accounting Officer,The pillar scores are Audit: 5; Board: 2; Shareholder Rights: 1; Compensation: 10.,Software—Infrastructure,NortonLifeLock Inc. (NLOK),Technology
"7665 Corporate Center Drive,Miami, FL 33126,United States","36,000",1955,Mr. Frank J. Del Rio,5.61M,"Pres, CEO & Director",1972,Mr. Mark A. Kempa,1.45M,Exec. VP & CFO,1964,Mr. Robert J. Binder,1.43M,Vice Chairman of Oceania Cruises & Regent and CEO & Pres of Oceania Cruises,The pillar scores are Audit: 5; Board: 6; Shareholder Rights: 4; Compensation: 9.,Travel Services,Norwegian Cruise Line Holdings Ltd. (NCLH),Consumer Cyclical
"7909 Parkwood Circle Drive,Houston, TX 77036-6565,United States",,1963,Mr. Clay C. Williams,,"Chairman, Pres & CEO",1972,Mr. Jose A. Bayardo,,Sr. VP & CFO,1968,Mr. Scott K. Duff,,"VP, Corp. Controller & Chief Accounting Officer",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 2.,Oil & Gas Equipment & Services,NOV Inc. (NOV),Energy
"804 Carnegie Center,Princeton, NJ 08540,United States","4,577",1971,Mr. Mauricio  Gutierrez,3.66M,"Pres, CEO & Director",1971,Mr. Christopher S. Moser,1.15M,Exec. VP of Operations,1978,Mr. Brian E. Curci,909.45k,Sr. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 8; Compensation: 3.,Utilities—Independent Power Producers,"NRG Energy, Inc. (NRG)",Utilities
"1915 Rexford Road,Charlotte, NC 28211,United States",,1968,Mr. Leon J. Topalian,1.67M,"Pres, CEO & Director",1957,Mr. James D. Frias,1.26M,"CFO, Treasurer & Exec. VP",1967,Mr. David A. Sumoski,1.49M,"COO and Exec. VP of Bar, Rebar Fabrication & Construction Services",The pillar scores are Audit: 2; Board: 4; Shareholder Rights: 9; Compensation: 10.,Steel,Nucor Corporation (NUE),Basic Materials
"2788 San Tomas Expressway,Santa Clara, CA 95051,United States","13,775",1963,Mr. Jen-Hsun  Huang,1.82M,"Co-Founder, CEO, Pres & Director",1967,Ms. Colette M. Kress,1.13M,Exec. VP & CFO,1955,Ms. Deborah  Shoquist,1.05M,Exec. VP of Operations,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 3.,Semiconductors,NVIDIA Corporation (NVDA),Technology
"Plaza America Tower I,Suite 500 11700 Plaza America Drive,Reston, VA 20190,United States",,1956,Mr. Paul C. Saville,3.99M,Pres & CEO,1970,Mr. Daniel David Malzahn,1.15M,"Sr. VP, CFO & Treasurer",1972,Mr. Paul W. Praylo CPA,1.14M,Sr. VP & COO,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 6; Compensation: 8.,Residential Construction,"NVR, Inc. (NVR)",Consumer Cyclical
"233 South Patterson Avenue,Springfield, MO 65802,United States","76,257",1950,Mr. David E. O'Reilly,779.25k,Exec. Chairman,1966,Mr. Gregory D. Johnson,2.08M,CEO & Co-Pres,1961,Mr. Gregory L. Henslee,701.66k,Exec. Vice Chairman,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 6; Compensation: 6.,Specialty Retail,"O'Reilly Automotive, Inc. (ORLY)",Consumer Cyclical
"5 Greenway Plaza,Suite 110,Houston, TX 77046-0521,United States","14,400",1960,Ms. Vicki A. Hollub,5.49M,"Pres, CEO & Director",1954,Ms. Marcia E. Backus,2.4M,"Sr. VP, Gen. Counsel & Chief Compliance Officer",1951,Mr. Edward Arthur Lowe,1.9M,Exec. VP & Non-Exec. Group Chairman of Middle East,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 3; Compensation: 8.,Oil & Gas E&P,Occidental Petroleum Corporation (OXY),Energy
"500 Old Dominion Way,Thomasville, NC 27360,United States","19,630",1957,Mr. David S. Congdon,5.9M,Exec. Chairman,1956,Mr. Greg C. Gantt,5.71M,"Pres, CEO & Director",1975,Mr. Adam N. Satterfield,2.31M,"Sr. VP of Fin., CFO & Assistant Sec.",The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 10; Compensation: 3.,Trucking,"Old Dominion Freight Line, Inc. (ODFL)",Industrials
"437 Madison Avenue,New York, NY 10022,United States","70,000",1953,Mr. John D. Wren,19.82M,Chairman & CEO,1968,Mr. Jonathan B. Nelson,5.36M,Founder & CEO of Omnicom Digital,1965,Mr. Philip J. Angelastro,7.57M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 1; Compensation: 3.,Advertising Agencies,Omnicom Group Inc. (OMC),Communication Services
"100 West Fifth Street,Tulsa, OK 74103,United States","2,882",1959,Mr. Terry K. Spencer,2.51M,"Pres, CEO & Director",1964,Mr. Walter S. Hulse III,1.25M,"CFO, Treasurer and Exec. VP of Strategy & Corp. Affairs",1965,Mr. Kevin L. Burdick,1.23M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 7; Compensation: 1.,Oil & Gas Midstream,"ONEOK, Inc. (OKE)",Energy
"500 Oracle Parkway,Redwood City, CA 94065,United States","135,000",1944,Mr. Lawrence J. Ellison,1.72M,"Co-Founder, Chairman & CTO",1962,Ms. Safra Ada Catz,964.05k,CEO & Director,1962,Mr. William Corey West,538.44k,"Exec. VP, Corp. Controller & Chief Accounting Officer",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 5; Compensation: 10.,Software—Infrastructure,Oracle Corporation (ORCL),Technology
"One Carrier Place,Farmington, CT 06032,United States","69,000",1964,Ms. Judith F. Marks,2.74M,"Pres, CEO & Director",1972,Mr. Rahul  Ghai,1.69M,Exec. VP & CFO,1960,Mr. Stephane  de Montlivault,1.38M,Pres of Asia Pacific,The pillar scores are Audit: 0; Board: 0; Shareholder Rights: 0; Compensation: 0.,Specialty Industrial Machinery,Otis Worldwide Corporation (OTIS),Industrials
"777 - 106th Avenue N.E.,Bellevue, WA 98004,United States",,1968,Mr. R. Preston Feight,2.5M,CEO & Director,1963,Mr. Harrie C. A. M. Schippers,1.96M,Pres & CFO,1967,Mr. Darrin C. Siver,1.06M,Sr. VP,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 9; Compensation: 2.,Farm & Heavy Construction Machinery,PACCAR Inc (PCAR),Industrials
"1 North Field Court,Lake Forest, IL 60045,United States",,1956,Mr. Mark W. Kowlzan,3.2M,Chairman & CEO,1962,Mr. Robert P. Mundy,1.61M,Exec. VP & CFO,1956,Mr. Thomas A. Hassfurther,2.36M,Exec. VP of Corrugated Products,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 3; Compensation: 2.,Packaging & Containers,Packaging Corporation of America (PKG),Consumer Cyclical
"6035 Parkland Boulevard,Cleveland, OH 44124-4141,United States","50,520",1959,Mr. Thomas L. Williams,4.53M,Chairman & CEO,1963,Mr. Lee C. Banks,2.92M,"Pres, COO & Director",1972,Mr. Joseph R. Leonti,1.65M,"VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 8; Compensation: 2.,Specialty Industrial Machinery,Parker-Hannifin Corporation (PH),Industrials
"911 Panorama Trail South,Rochester, NY 14625-2396,United States","15,600",1960,Mr. Martin  Mucci,1.78M,"Pres, CEO & Director",1957,"Mr. Efrain  Rivera M.B.A., DM, J.D., MBA",806.61k,"Sr. VP, CFO & Treasurer",1961,Mr. Mark A. Bottini,744.9k,Sr. VP of Sales,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 2; Compensation: 5.,Staffing & Employment Services,"Paychex, Inc. (PAYX)",Industrials
"7501 West Memorial Road,Oklahoma City, OK 73142,United States",,1970,Mr. Chad R. Richison,2.74M,"Founder, Pres, CEO & Chairman of Directors",1963,Mr. Craig E. Boelte,1.2M,"CFO, Treasurer & Corp. Sec.",1966,Mr. Jon D. Evans,646.2k,Chief Operating Officer,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 10.,Software—Application,"Paycom Software, Inc. (PAYC)",Technology
"2211 North First Street,San Jose, CA 95131,United States","26,500",1958,Mr. Daniel H. Schulman,1.97M,"Pres, CEO & Director",1971,Mr. John D. Rainey Jr.,1.04M,CFO & Exec. VP of Global Customer Operations,1972,Ms. Adele Louise Pentland,1.05M,Exec. VP and Chief Bus. Affairs & Legal Officer,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 4; Compensation: 7.,Credit Services,"PayPal Holdings, Inc. (PYPL)",Financial Services
"Regal House,70 London Road Twickenham,London TW13 QS,United Kingdom","9,750",1965,Mr. John L. Stauch,987.54k,"Pres, CEO & Director",1971,Ms. Karla C. Robertson,552.24k,"Exec. VP, Gen. Counsel, Sec. & Chief Social Responsibility Officer",1964,Mr. Robert P. Fishman,,"Exec. VP, CFO & Chief Accounting Officer",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 6; Compensation: 5.,Specialty Industrial Machinery,Pentair plc (PNR),Industrials
"850 Main Street,Bridgeport, CT 06604,United States",,1955,Mr. John P. Barnes,2.71M,Chairman & CEO,1963,Mr. Jeffrey J. Tengel,1.27M,Pres,1962,Mr. R. David Rosato,1.02M,Sr. EVP & CFO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 6.,Banks—Regional,"People's United Financial, Inc. (PBCT)",Financial Services
"700 Anderson Hill Road,Purchase, NY 10577,United States",,1964,Mr. Ramon Luis Laguarta,6.19M,Chairman & CEO,1962,Mr. Hugh F. Johnston,5.07M,"Vice Chairman, Exec. VP & CFO",1965,Mr. Ronald Adrianus Wilhelmus Schellekens,3.13M,Exec. VP & Chief HR Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 3; Compensation: 2.,Beverages—Non-Alcoholic,"PepsiCo, Inc. (PEP)",Consumer Defensive
"940 Winter Street,Waltham, MA 02451,United States","14,000",1965,Dr. Prahlad R. Singh Ph.D.,1.84M,"CEO, Pres & Director",1977,Mr. James M. Mock,901.44k,Sr. VP & CFO,1969,Mr. Joel S. Goldberg,1.75M,"Sr. VP of Admin., Gen. Counsel & Sec.",The pillar scores are Audit: 2; Board: 4; Shareholder Rights: 8; Compensation: 9.,Diagnostics & Research,"PerkinElmer, Inc. (PKI)",Healthcare
"The Sharp Building,Hogan Place,Dublin 2,Ireland","11,000",1960,Mr. Murray S. Kessler,3.06M,"CEO, Pres & Director",1951,Mr. Raymond P. Silcock,1.48M,"CFO, Principal Accounting Officer & Exec. VP",1964,Mr. James E. Dillard III,1.01M,Exec. VP & Chief Scientific Officer,The pillar scores are Audit: 3; Board: 7; Shareholder Rights: 4; Compensation: 6.,Drug Manufacturers—Specialty & Generic,Perrigo Company plc (PRGO),Healthcare
"235 East 42nd Street,New York, NY 10017,United States",,1962,"Dr. Albert  Bourla D.V.M., DVM, Ph.D.",5.84M,Chairman & CEO,1965,Mr. John D. Young,3.36M,Group Pres & Chief Bus. Officer,1958,Mr. Frank A. D'Amelio,3.84M,CFO & Exec. VP of Global Supply,The pillar scores are Audit: 5; Board: 6; Shareholder Rights: 1; Compensation: 1.,Drug Manufacturers—General,Pfizer Inc. (PFE),Healthcare
"120 Park Avenue,New York, NY 10017,United States","71,000",1958,Mr. Andre  Calantzopoulos,7.07M,Global CEO & Director,1965,Mr. Jacek  Olczak,3.8M,Chief Operating Officer,1964,Mr. Martin Gray King,2.17M,Chief Exec. Officer of Philip Morris International America,The pillar scores are Audit: 2; Board: 3; Shareholder Rights: 4; Compensation: 1.,Tobacco,Philip Morris International Inc. (PM),Consumer Defensive
"2331 CityWest Boulevard,Houston, TX 77042,United States","14,300",1957,Mr. Greg C. Garland,8.02M,Chairman & CEO,1966,Mr. Kevin J. Mitchell,2.94M,Exec. VP of Fin. & CFO,1963,Ms. Paula Ann Johnson,2.51M,"Exec. VP of Legal and Gov. Affairs, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 9; Compensation: 4.,Oil & Gas Refining & Marketing,Phillips 66 (PSX),Energy
"400 North 5th Street,PO Box 53999,Phoenix, AZ 85072-3999,United States","6,210",1966,Mr. Jeffrey B. Guldner,1.52M,"Chairman, Pres & CEO",1958,Mr. James R. Hatfield,1.25M,"Exec. VP, Chief Admin. Officer & Treasurer",1970,Mr. Robert E. Smith,1.36M,Sr. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 6; Compensation: 9.,Utilities—Regulated Electric,Pinnacle West Capital Corporation (PNW),Utilities
"777 Hidden Ridge,Irving, TX 75039,United States","2,323",1953,Mr. Scott Douglas Sheffield,3.63M,CEO & Director,1966,Mr. Richard P. Dealy,1.58M,Pres & COO,1961,Mr. Chris J. Cheatwood,1.1M,Exec. VP & Advisor to the Management Committee,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 7; Compensation: 2.,Oil & Gas E&P,Pioneer Natural Resources Company (PXD),Energy
"The Tower at PNC Plaza,300 Fifth Avenue,Pittsburgh, PA 15222-2401,United States","49,549",1962,Mr. William S. Demchak,7.05M,"Chairman, Pres & CEO",1965,Mr. Robert Q. Reilly,2.54M,Exec. VP & CFO,1966,Mr. E. William Parsley III,3.56M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 4; Compensation: 1.,Banks—Regional,"The PNC Financial Services Group, Inc. (PNC)",Financial Services
"109 Northpark Boulevard,Covington, LA 70433-5001,United States","4,500",1966,Mr. Peter D. Arvan,1.2M,"CEO, Pres & Director",1959,Mr. Mark W. Joslin,760.71k,Sr. VP & CFO,1974,Ms. Jennifer M. Neil,548.74k,"VP, Corp. Sec. & Chief Legal Officer",The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 1; Compensation: 7.,Leisure,Pool Corporation (POOL),Consumer Cyclical
"One PPG Place,Pittsburgh, PA 15272,United States",,1958,Mr. Michael H. McGarry,3.29M,Chairman & CEO,1966,Mr. Vincent J. Morales,1.23M,Sr. VP & CFO,1966,Mr. Timothy M. Knavish,1.09M,Exec. VP,The pillar scores are Audit: 3; Board: 8; Shareholder Rights: 9; Compensation: 2.,Specialty Chemicals,"PPG Industries, Inc. (PPG)",Basic Materials
